评论内容,商品ID
略失望。想象力、科幻部分并没有传说中的那么神，也许第二部第三部好点？文字方面就真的是太粗糙了，塑造人物形象扁平，把人性写得太简单了，从文革写起本来挺特别的，但描写人性恶水平大概就是贴大字报的水平吧，叶文洁决定背叛人类的举动说服力不强。,2567698
作为小说，在叙事上还是有些生硬，因为太宏大的架构和信息量让作者花太多精力在“阐述”上。不过不看科幻很多年，这一看依然把我看HIGH了。,2567698
乱纪元的设定很美。,2567698
好爱！,2567698
好遗憾当初没有学则理科。假如有人能告诉我学理科可以探究微观宇宙和宏观宇宙的外星智慧，那样有趣的事情我会奋不顾身的投入学习，可怜的中国教育让学生皆不知当时为何而学，所以过早失掉兴趣。。,2567698
我觉得这本是三部曲里面叙事最完整的一本，读来真是惊心动魄。,2567698
本来以为中国的科幻小说已经走入低谷，没啥可看的了。没想到三体让我惊叹了一番。可以说非常好的故事，非常有科学依据的幻想，有血有肉的人物形象。比起80十年代小学生作文般的科幻小说，三体高出了好几个层次。,2567698
世界观大变,2567698
我说我现在才看三体你信吗……,2567698
长途重新读了一遍。终于发现三体1确实还是写得比较糙的……以及从热门划线里，可以分析出现在读者的口味……,2567698
的确是比较强的硬科幻了。不过我还是对纯类型小说热爱不起来，对文学性的要求永远是第一位的。,2567698
好看，刚看完就想再看一遍。,2567698
大刘的思想很超前，三体论是正确的，人类太贪婪，总有一天要自取灭亡,2567698
漫长的时间后，生命和文明将重新启动，再次开始在三体世界中命运莫测的进化。,2567698
为什么卓越买来的书好像盗版一样。。。实体店里买来的也是这样么。。。当然，书的内容是彻底震撼到我了，继续看三体系列第二本,2567698
刚开始要忍着无聊读下去，后期剧情逐渐展开而让人欲罢不能是设定庞大的作品的通病……对“接触理论”的描写和以剧情带出的阐述也使人印象深刻。科幻元素够“硬”这点不错。,2567698
一直都说要读一读，但是一直都没耐心读下去。这次在北京反而有大把时间读，比想象中好看，也比想象中没那么好看。,2567698
很早之前看的，当时觉得没啥，那是因为我不了解中国科幻界的现状。。。另，三体2比1好。大刘越来越大气了。可惜写人写情还不够细腻。,2567698
mmm，大家的评判标准降低了吗？,2567698
好久好久没看科幻了，偶尔看本这么精彩的，爽,2567698
基本没怎么看过科幻类的小说，这本有点意思。,2567698
有人跟我说忍到三会有巅峰体验。。,2567698
从未见过这么酣畅淋漓的科幻剧情，严谨的思维逻辑和科学理论基础让这部硬科幻作品独具一格。,2567698
一直听说这是一本科幻小说的神作，这一部好像只是刚刚拉开了序幕，看来好戏还在后头，4颗星,2567698
求剧透半天，最后竟然无意中被封面简介剧透- -!! 好好看啊!!,2567698
能让我这种对科学没有半毛钱兴趣的人读得津津有味，还真是很牛掰的科幻小说。怎么说呢，其实每个人心里都有对未知的渴望，刘老师做的事情是把这种渴望放在一个宏大的背景里，用一切可能性调动读者的兴趣，仿佛每一点微末的相互都不联接的心思，在宏大的架构里一点点打通。说极端了不好，但这本小说在类型小说史当中肯定是占有一席之地的。,2567698
难道只有我不喜欢刘，只有我觉得三体一般？！啊啊啊Σ(っ °Д °;)っ,2567698
挺好看的，这么硬的科幻从一开始却引人注意，游戏的部分描写三体世界也挺好看的,2567698
神作,2567698
按理说给高分，和王小波比都可以，但是最后的时候总是对人性有剖析却又不够，对社会有看法建设却看牵强，总体第一部不错,2567698
你的生活是一种偶然，世界有这么多变幻莫测的因素，你的人生却没有什么变故。抬头看看这浩瀚天空，这片比你古老得多也有生命力得多得天空，难道没有一种虚无的感觉，难道不会觉得认识到自己的存在是一件危险而可怕的事？我有,2567698
某理工男的强烈推荐，我想我会迷失在浩瀚星空里面的找不到回地球的路的。-----花了很久的时间读，发现这不是我喜欢的文体。但依然是本不错的书。,2567698
入局颇费周折，开了几次头又放弃，好在终于看到了故事展开。震撼，刷新世界观了。,2567698
20141227 就是很好看啊 看完这个突然想回去把万物简史再看看,2567698
浓浓的80年代风格，格局宏大，但细节粗糙，人物不够立体。,2567698
里面的科学描述都不怎么看得懂啊。。。物理没学好,2567698
人类对未知的描述绝对不会超过已知。,2567698
无法理解叶文洁，从某种程度上来说她算是个人类的叛徒吧,2567698
宇宙闪烁让我那个晚上不太敢看天。。。,2567698
星辰大海离我太远，物理数学让我头晕。绮丽的想象力还是让人着迷。,2567698
“射手”假说：有一名神枪手，在一个靶子上每隔十厘米打一个洞。设想这个靶子的平面上生活着一种二维智能生物，它们中的科学家在对自己的宇宙进行观察后，发现了一个伟大的定律：“宇宙每隔十厘米，必然会有一个洞。”它们把这个神枪手一时兴起的随意行为，看成了自己宇宙中的铁律。 “农场主假说”则有一层令人不安的恐怖色彩：一个农场里有一一群火鸡，农场主每天中午十一点来给它们喂食。火鸡中的一名科学家观察这个现象，一直观察了近一年都没有例外，于是它也发现了自己宇宙中的伟大定律：“每天上午十一点，就有食物降临。”它在感恩节早晨向火鸡们公布了这个定律，但这天上午十一点食物没有降临，农场主进来把它们都捉去杀了。最喜欢的还是这部分，你以为你认识了世界，世界才刚开始准备嘲笑你。一切都是偶然。,2567698
我们是虫子。。。,2567698
我为我贫乏的物理知识感到羞愧。。。。。。。。。。。。,2567698
倒也没有想象中好~ 文笔是弱点~  但是画面感好强！！！！！！！！,2567698
对于宇宙是“黑暗猎人森林”的假设很有意思，外星文明可能是技术甩开地球几个光年但却是零道德（或是与地球完全不一样的道德体系），所以对外星文明发出信号可能招的不是救世主而是灭世死神...,2567698
大家诟病的文笔，我觉得很好啊，尤其是“无人忏悔”那一章，因为写得太好我特意还回过头又读了一遍。剧情嘛到2/3的时候才看出名堂，前面都挺无聊的……看出名堂之后，也没什么特别大的感受。看看第二本怎么写吧。,2567698
后半程才让我有渐入佳境的感觉，前半本真的有些无聊，乃至拖了好久才看完。文字略显粗糙，想象加分，这脑回路跟我们就不是一个频道的,2567698
文笔比较一般，解释的部分太多了，故事上就弱了些，据说第二本才是真正高潮，看看能不能翻身吧。,2567698
科幻足够硬，脑洞足够大，文笔足够俗，三观足够雷，奇葩，奇葩奇葩,2567698
Alright.,2567698
主角从汪淼就跳到叶文洁了，很诡异。不过我多年没看过科幻小说，重点也不是这个，我觉得我要好好的思考下宇宙了。,2567698
在《星际穿越》的热潮下，又有不少朋友推荐《三体》之牛逼。拿来兴冲冲看完，觉得这第一部也就是脑洞开大了些的网络文学水准，情节的推动很有点跳脱与生硬。待看完三部再看看会否有进步与改观吧,2567698
科幻小说的重点在未来，第一部讲的是过去和现在，很明显只是前戏而已。前戏完了你不继续看还说人家早泄，逗呢？,2567698
几度读不下去，我不太能理解科幻小说，尤其是和物理有关的,2567698
尼玛居然从文革开始， 果然够硬,2567698
读完三本再下定论,2567698
读得好悲怆……如果没有耶稣，哪怕只有旧约的上帝，我们也会因自身而绝望。,2567698
太具专业性了，勉强看了个大概。。。,2567698
心血来潮重温，初次看还是《科幻世界》上的连载。,2567698
无力评价,2567698
四星半，文科生看了之後覺得自己永遠都成不了科幻作家了！！！,2567698
故事很好，很吸引人，也看得出作者进行了一定的主题思考。作为科幻小说其知识内里也经得起推敲。但如后记所言，作者希望以一种回忆式的历史笔触来写作故事，从这个角度讲整部作品没有达到作者设定的目标。文学类型以题材分类是值得商榷的做法，这或许只是评论家为出理论而为的。个人认为好的科幻文学只有好故事和主题是不够的，在语言和结构上也应该有突破。,2567698
世界观和背景搭建的还不错，用简单的物理规律推导出来的异想世界也很有魅力，“当代性”更加入了这种代入感。但是感觉人物性格塑造的有些一般，没有什么特征，印象最深刻的就是大史了。故事还是不错的，仅仅只是一个开始。这么晚才读这本书，还真是抱歉。,2567698
国产太空科幻史诗 只可惜虽有一流的构思但败在三流的文笔,2567698
好硬。的。虫子。,2567698
里面的有些科幻理论我自己还没有想通，比如质子展开2维平面可以包裹星球等等，科幻虽不是科学但也是具有其本身严谨的逻辑性的，我想不通应该只是我的知识结构的问题。对于中国式科幻来说，这着实是本有点颠覆的书，在看完三本之前，我想我还是不要评论太多！,2567698
作为物理老师的女儿木有任何基因读起这个就是囫囵吞枣雾里看花。。就当看故事，它是个好故事。,2567698
太有名，真的不好意思说看过，但真看过，没什么太大感觉，这就没法说了。不怪刘慈欣，而是我是个物理盲，好吧，以后有儿子往科学方向培养。也许因为这本书是在地铁上看完的，所以没有被吸引进去。,2567698
我能问下有多少女生喜欢这种书吗……我完全喜欢不起来啊……,2567698
不懂量子物理，但阅读本书快感极佳。,2567698
我只担心大刘的头起得太大了,2567698
p.s. 刘慈欣对文革看来是有心理阴影。期待阅读第二、第三部。,2567698
现在看来还是第一部最好，结构完整情节有始有终。,2567698
写得很赞，遗憾的是，不是我的菜~~,2567698
又看了一遍，这次专挑文@时期看得,2567698
RPG游戏进入三体文明最精彩，想象力大到直感人类的孤独。当多维量子化为一维，微观世界的无穷大又令人感到宏观世界的渺小。当有道德的人类面对零道德的宇宙……嗯，第二部、第三部应该会渐入佳境。,2567698
已经比想象中好了,2567698
很有想象力，格局很宏大，文学性略弱。,2567698
一般,2567698
对叶文洁印象深刻，三体游戏十分有中国特色。,2567698
虽不明，但觉厉,2567698
三体宇宙文明的图景的猜想，这就是对费米悖论的解释。“费米悖论”隐含之意是，理论上讲，人类能用一百万年的时间飞往银河系各个星球，那么外星生物只要比人类早进化一百万年，现在就应该来到地球了。换言之“费米悖论”表明了这样的悖论：a外星生物是存在的，科学推论可以证明，外星生物的进化要远早于人类，他们应该已经来到地球并存在于某处了；b外星生物是不存在的，迄今为止，人类并未发现任何有关外星生物存在的蛛丝马迹。费米悖论可以表述成两种形式。一种是“为什么没有发现外星生物或者外星物品”如果星际旅行是可行的话，即使是用人类造的飞船这样缓慢地旅行，也只需要五百万到五千万年去征服星系。就算不考虑宇宙尺度，在地质学尺度上这也是一个相当短的时间。因为有很多年龄比太阳更大的恒星，或者因为智慧生命可能进化得更早。,2567698
三部曲中我个人最不喜欢这一部，也是三番两次停留在这里没有看下去。大概就是那种描写文革、描写现实的官腔无法喜欢吧。虽然知道现实，但真心不喜欢,2567698
第一部科幻，看得我脑细胞都要死光了，坐等缘分再说吧。,2567698
这本是真的挺不错，除了描写女性时性格和长相都差不多以外…,2567698
追述到文化革命的幽暗岁月里 地球文明与地外的三体文明在中国大地的偏僻角落开始了联系 无论出自偶然必然何种情绪。随着时间的推移 知悉危境的人类内部已然分裂。各抱算盘的势力开始了角逐 三体人的阴谋已被识破 末日的倒计时却在超越时代的技术压迫下依然继续。《地球往事》第一卷 初乎意料的精彩,2567698
宇宙的起止，文明的流变，普世价值激荡，地球末日抉择。御天人际、古今变之风着硬科幻之陆，人物描摹固不完美，情节拼贴缝隙可见，然依旧为诞生于本土的史诗而雀跃。下一步就是翘首期待老美的电影了。,2567698
原来是讲带路党的啊……介些知识精英分子们“对人类文明彻底绝望，憎恨和背叛自己的物种，甚至将消灭包括自己和子孙在内的人类作为最高理想”，降临派要借助外在力量毁灭人类，拯救派把外在文明当神来崇拜，幸存派是以出卖同胞来苟且偷生。“你了解三体文明吗？”“不了解。”“那你为什么对其抱有那样的期望，认为它们能够改造和完善人类社会呢？”……抱着美好幻想的他们怎么都没想到三体人自己都过不下去，只能靠像阿凡达和隔壁某国一样搞侵略试图突围了吧？ 像《狼图腾》里两个知青一样的带路党们了傻眼了吧？最后还被外星三体人说“你们是虫子”，精英们都沮丧了，最后的缓解办法恰恰来自是文中最粗俗最不精英的大史那句“虫子从来就没有真正被战胜过”，哈哈哈，真好玩，有意思，矮油这本比《地铁》好多了好麽！,2567698
大刘的野心之作不看不行。,2567698
kick-ass imagination!,2567698
《三体》一书，我读得很快。故事架构宏大，同时亦涉及极微观的层次，但并非只有理工背景的人才看得懂。作者无非是把对于人类恶性的忧思，置于宇宙层面讨论，并且设置三体文明作为人类文明的参照系。但是，怎么说呢？人类也好，三体生命也好，都有各自的十字架要背负。红尘处处一般，大抵就是这个意思。,2567698
智子你好,2567698
civilizing the age rather than aging the civilization,2567698
是因为三体3才重新翻出来看的，当年就记得自己看过，但是不记得讲什么了。但是重新开始看，一个开头就想起结局了。说真的，开头的文革描写，真让人想起重庆武斗的那段历史。,2567698
现在看太硬的科幻小说总是忍不住的走神了。。所以读起来进度很慢,2567698
嘻嘻,2567698
刚买,2567698
包含的信息量的确庞大…,2567698
作为一个对这类题材完全无感的读者，我还是拍床了，叫绝了，鸡动了。。。,2567698
大地震之后看这书，犹如非典后看《鼠疫》，感触良多。ps，这是在kindle上完整看完的第一本电子书。,2567698
真的，被甩后随便跟男人搞，还怀孕，还出国，那不叫“爱得认真”，那他妈叫贱。十六岁的爱情撕心裂肺一辈子，天天心你妈逼的痛，那不叫纯情，那叫有毛病。,2567919
赶着早恋，赶着升学，赶着劈腿，赶着做爱，赶着堕胎，赶着分手，赶着出国又回来，百转千回，匆匆那年。,2567919
总有一些人，一些关系，慢慢超出了你的控制能力，甚至在无意间，就完成了一个大摇摆。你只能站在那里，无力的看着这一切发生。想伸手抓一把，但却迟迟伸不出手来。或许这就是命运，起承转合的下一个阶段开始了，谁也无法去改变什么。而这些改变，无关道德与法律，仅仅是人性的本能，也没有对错，理性与感性，变成了双刃剑，刺向了别人，也捅破了自己的梦。,2567919
因为听了王菲的歌花一天看完了，很讨厌这样的小说吧，拿青春说事，老是要讲长大的种种恶心，看来看去，所谓的大陆青春小说都是一个调子。或许我是八零后会更动容一些，对电影没有一丝期待了。辜负，失望，都太无聊了。人生就那么长，青春该完时不完，该看的事这辈子会看不完的。,2567919
不悔梦归处 只恨太匆匆,2567919
匆匆过往，一如昨日。 只是男主角进了咩“永安”事务所还是把我雷到了……,2567919
感觉年纪大了真不能看这个…就没有哪个角色性格是招人喜欢的 硬是咬咬牙才看完 怎么能就那么脑残狗血呢……你怀完孕我怀…没劲透了,2567919
虽然看哭了，但我仍觉得男主好不要脸！,2567919
其实不长 一个晚上就看完了 已经过了会为这真实忿忿不平的年纪 其实两个人实在是不适合 还是各自拥有新的生活吧 人生那么长,2567919
九夜茴这本书做的很聪明的地方，在于把故事架实在年代上了——能看到北约轰炸南联盟、建国50周年、申奥成功、海龟地位变化等等——好处是成功地贩卖了80后的共同记忆，贴合了回忆与叙述，人物和情节都充分接了地气。如果不能创造大众情人，就让他作圣母状地往死里渣，看得人愤而悲，就算成功了。,2567919
非常喜欢这本书，在书中找到了自己年少时的影子。看到后来看哭了，不仅是被陈、方、乔等感动的，同时也勾起了自己对过去的回忆。想起你们，心中就是暖暖的…,2567919
不悔梦归处，只恨太匆匆。看他们 高中 青春热血单纯 对待承诺很认真。相信永远 。 可是 后来 陈寻和 沈晓棠 好了，方茴丢在一边，却 觉得 陈寻也没什么错，，本来就是这样。 忽然想起安东尼 有一句。我在你看不见的地方坚强，你在她看不见的地方疗伤。 大概是这样。。不过 里面 那一串问句，我虽然不是 80后， 过几年 想想 这些问题，大概 也是 很难过的吧。,2567919
青春的伤痛就是成长的无奈，物似人非的苍凉。爱的时候是真的爱，不爱的时候是真的不爱，没人可以许诺永远和未来。,2567919
里面描述的很多细节和场景触动了自己少年时代最美好和青涩的回忆，扣掉一星是因为不喜欢女主角敏感多疑内敛的性格。,2567919
手机,2567919
2012.5.27写的跟我们的生活挺同步的。,2567919
多少年前看的？忘了,2567919
其实书刚出来前就有读过，这次是豆友推荐又重新拿来看看。倒不是说故事讲的如何好，冗长而又细碎的描述，似曾相识的场景和故事，总会很自然的深陷其中。故事中的那些人，可能就是你也可能就是我，那些爱情和友情，也是我们曾经拥有过的。,2567919
80后的人看完应该会有共鸣的,2567919
汪：我很好 只是很想你 你呢？,2567919
很像某人。,2567919
“俗气到每个人都能对号入座的故事”,2567919
看的我心里那么郁闷，心里难受……后悔买这本书……,2567919
堪比我当年看梦里。,2567919
我会选择乔燃。,2567919
青春在不知不觉间远去，原本只是默默地看着她渐渐模糊的背影，感叹时光太短暂，人生无可奈何，而《匆匆那年》好像又让她清晰了一些，就算离去，终于能明白和怀念曾经那细腻的情感，因为自己也曾经拥有过，可能年轻时的相爱和伤害本就是一对，但那是我们最真实、最纯净的感情，我们其实只想不顾一切的去爱、去追求幸福，但是命运觉得那样太单调了，想让我们的生命画卷再波澜壮阔一些，可是年轻的我们当时还经不起这样的安排，终被命运无情地分开了。《匆匆那年》让我潘然醒悟“80后”的青春已不再，但是我们还有很多曾经异常珍贵的东西可以去铭记和怀念，是结束更是开始，我们还要去演绎今后相信会更加精彩的人生，那将又是无数个“匆匆那年”。,2567919
主要问题在于前后不平衡，后1/3的故事情节又波动得太厉害，以致有草草收场之感。另外作者希望通过情感故事来刻画80后的精神状态和世纪之交的时代风貌，这本书在这一点上可以说基本失败。,2567919
先把小说看完了：对待感情和恋人的态度，惊人的一致，但至少，我不会为了离开自己的人用那样的方式伤害自己的身体。这些年大概也看清楚了，不是你想留就能留得住的，而是势必要如此，那便勿执勿切好了。彭于晏是很适合演陈寻的，只可惜倪妮实在尖锐得不像方茴。,2567919
还是挺感人的，电视剧版的乔燃选得真好。方茴这姑娘真是二逼得可以啊，我怀疑现在还有这样的姑娘嘛？,2567919
回忆总是动人的,2567919
有一些零碎的记忆是每个人都经历过的,2567919
读的是十年的青春。,2567919
年轻你我，那么矫情，再过几年总会嘲笑当年的自己。个人觉得也没多大事，这几个人不该这样。,2567919
对于感情，一个人开始并不是开始，而一个人结束了却是真的结束。-《匆匆那年》,2567919
前半的高中爱情看的很感慨温馨；中间开始不耐烦；后部纠结残忍的剧情安排让人不忍淬读又真真切切；女主敏感又愚蠢，胆小且情商低……,2567919
有声读物。一开始很像中学时代一起编的故事，听起来真青涩得让人不好意思。后来的故事又好像有那么些若有似无的熟悉。多给一颗星好了，为那些不好意思，为那些若有似无。,2567919
,2567919
我觉得很好看,2567919
超棒 超棒 超棒,2567919
好久没有一本书把我看哭了,2567919
这就是支离破碎的美好青春啊，看的我的心生疼。,2567919
我以为我会很想他，却发现我已经很久没想起过他。,2567919
我很好奇这本类似网络文学的小说评价怎么会那么高？所以看看吧。,2567919
真实得让人落泪,2567919
你说的是我经历过的事情，怎么会没有共鸣？,2567919
这个是iTunes上的App里面的。极度无聊。,2567919
80后的故事，和我不一样；北京胡同里孩子的故事，和我不一样；但是，那些共同经历过的青春，是一样的。其实，好好改编一下电影，高中部分完全可以成为像台湾版《九降风》一样有味道的样子。,2567919
http://www.congcongnanian.com.cn/ 劳伦斯推荐。去掉小说的一点必备巧合和煽情，我愿意相信它讲述的就是我身边某个人真实的故事。一本属于80后的纪实文学。,2567919
电子版的放在小白里直到今天才看。。。结果正起劲儿呢。。。就突然乱码了。。。我真桑心啊我我我。。。好了。现在手机在线看完了。。。,2567919
写书请用普通话。,2567919
方茴这人真无聊,2567919
80年代後的愛情，很純，很傷。很愛你的時候是真的愛你，不愛你的時候也是真的不愛你。覺得方茴很可憐，仍舊想起那句話，你看看她，她是你從小就說會愛一輩子的方茴啊。仍舊不能忘記。,2567919
很喜欢很喜欢。,2567919
我推荐！！！,2567919
我看到了我的那年 看到了你的那年 我们的那年。,2567919
哭了很久很久……,2567919
不悔梦归处，只恨太匆匆。,2567919
这几天看迷进去了！！非常好看呀！！！方茴让人心疼。最喜欢乔然了嘻嘻,2567919
普通的故事记不清了仿佛并没有什么太出格的东西吧,2567919
《匆匆那年》是陈寻写给方茴的歌，但很可惜一直没有亲口唱给她听，这样的遗憾在青春的岁月里是最弥足珍贵的！爱恨情仇在青春的岁月里风起云涌，时间左右了一切，让原本相爱的人陌生起来，让陌生的人熟悉起来；我们慢慢成长，慢慢变成自己讨厌的样子！,2567919
语言一般剧情一般，作为青春小说来看也弱弱的温吞慢热和女主一样。我这么矫情的人看了都没什么代入感。原作/电影/网剧里感觉最好的要数电影了。,2567919
要说这种题材的话，谁也比不过落落啊。,2567919
虐心什么的，没觉得。因为成长而有的背叛分离，现实中看过太多了，边看边觉得，电影版的选角不错，尤其女一女二，虽然我没有看电影。。红楼梦看得特别慢的我，对看这本书的速度好满意，就是觉得这故事实在没什么意思= =,2567919
2014.12月8日到12月12日第一册   12月12   17 18  第二册  同事曾志诚那拿的书,2567919
我的青春一点也不是这样的。而且好不喜女主啊。,2567919
不论是非对错。感觉故事应该有大部分是真的，但是叙事风格前后不太一致。,2567919
因为即将上映的电影重新看一遍，居然发现是07年买的书，她最成功的地方在于事无巨细得描写了那一段时光里的每一个人，诚意又有点笨拙的作品，没有辛夷坞的来的写得真好，但是诚意真的打动人,2567919
和电视剧倒不一样，全世界都喜欢陈寻太烂了吧……,2567919
bug太多，狗血太多，女主实在是让人讨厌。,2567919
老了...居然读起青春小说...只此一例,2567919
好看在哪里，贫嘴好吵闹。,2567919
看《匆匆那年》，最大的感受就是放下不等于遗忘，怀念不等于怨念，回忆是为了更好地创新，到达是为了更好地出发。很庆幸从小到大的日记、相片、贺卡、同学录、小纸条都还在，这些都是一路走来一路读的财富，也是青春微凉不离伤的安慰，还是流年辗转不弃疗的见证。,2567919
很久之前看的了，都有的情节已经记不清了，但是知道是本好书。。。。,2567919
青涩爱情,2567919
靠,2567919
对的上。,2567919
最、最讨厌这种描述中学时期友谊的了，因为我没有。那些我经历过的50周年，千禧年……也都完全不在记忆里。看着作者的京片子一句接一句觉得特逗。故事的话，嘛感情真的好狗血，但是中学时期还好，后面真就啧啧。虽然可能作者想描述的是那种赶脚？但是人之间的缘分有多少，错过的有多少，何必苦苦执着于一点不放。嘛，好想回家吃麻小。嘛，对于那些错过的年份好怀念,2567919
这本书超级赞！！虽然男主略渣女主太怂！！！虽然结局很奇怪略突兀他们不一定会幸福 可是还是很好看 我们的青春都回不来了 唉 全五星 ～,2567919
推荐83年北京的孩子读一下，说的就是我们那个年代高中生的事，怎么看都觉得是25中98级高中~,2567919
作者通过自己亲身经历的故事改编成小说，这样的文字有种真实感人的魅力。看完心情很难过，猛的去搜索相关信息想了解更多一点，无意中还真找到了现实中的“陈寻”，虽然一切都已物是人非，但，这才是真实的世界。,2567919
挺感同身受的,2567919
纯回忆性的青春故事，看过就行了。里边提到的乐曲倒是值得听听的。有朋友推荐这本书时说，看到最后都哭了。我全然没有这样的感觉，我只能把它列为一般的青春文学小说，觉得有些夸词太过，九夜茴的功力还并未达到所谓的“80后青春作家的领军人”一类。只是那段青春的情感写得真切，所以才得到如此多的共鸣。,2567919
我童年的北京，少年的中学，现在忘不掉的爱情。,2567919
当你害怕自己忘了怎么哭 当你发现你聊起来最神采飞扬的事情不是车子房子票子而是中学时候的自己 这书能帮你找找吧,2567919
所谓成熟，不过是更加能忍耐痛苦罢了。,2567919
刚开始看了两章以为又是本无病呻吟的矫情网文放下了，直到今天书荒才重又开始读，却不小心把一天都丢在了里面。35W字一天读完真不容易，可却是就是这么一本青春爱情小说让人难以放手，作者以第三者的角度开始听这个高中生的爱情故事，却将青春的痕迹和成长的阵痛刻划的淋漓尽致。矫情就矫情了吧，难得让人觉得矫情也娇的这么不让人腻歪的，真是本不错的小说。,2567919
看了两章就涌出一种“就这我也能写啊！”……能让我生出这般杀意的书可真不多……,2567919
好像又谈了一次恋爱，又读了一遍高中。,2567919
当年在图书馆看的，很多年后，我只记得破处的桥段，哎,2567919
同为80后，作者抓住了脑袋我抓住了尾巴，虽说前后差不过5年，但也很难在文中找到共鸣。有点墨迹，30%处弃。,2567919
不是不能理解，但太刻意了…全部。喜欢乔燃。,2567919
剧情一般，乱七八糟。,2567919
我就没见过比方茴更讨厌更矫情的女主。,2567919
很真实。,2567919
很早以前看的，看了十分之一就放下了，当时已经读研的我想还回忆什么高中纯纯的初恋啊，习惯于快餐式都市恋情的我对幼稚朦胧的感情实在不耐，就放下了，现在重新拾起来读，大概也是老了吧,2567919
晚上在打工回来的公交车上举着手机哭得不行了...很奇怪的总是把男女主角想象成高中同桌女生和坐在前面的男生...,2567919
电话可以成习惯，照顾可以成习惯，关心可以成习惯，问候可以成习惯，可是爱情却永远无法成为习惯。——九夜茴《匆匆那年》每一个人都有青春，每一个青春都有一个故事，每个故事都有一个遗憾，每个遗憾都有它的青春美,2567919
一行眼泪,2567919
16岁的我在干吗呢,2567919
说真的。在读这下册之时  我哭了。 说真的。我怀念过去 即使它已不再清晰。,2567919
我老了，看这样的故事开始有点力不从心，冷眼旁观了。但还是让我眼泪一波接一波的。,2567919
七年之后再看这本小说，深深感受到隐藏在其后的玛丽苏情怀，矫情的不行。少年时候是用心去恋爱，到了青年就都用脑子去恋爱了。年纪一大，心态就不同了，爱情也不是当年那个味了~,2567919
看这文的时候我稍微入戏了点结果便是犯抽，其实做人不能那么软弱。有人也许说方茴圣母，但我相信这世界有那样傻的女孩，她爱一个人就是爱了，舍不得去恨，一旦恨也只会选择伤害自己。有人也许说陈寻渣，我只能讲他犯了男人的劣根性，连他自己都深谙“如果他跟方做了他就不会跟她分手如果他跟沈没做他就一定不会跟他分手（我去这句话我打下来都嫌恶心）”甚至有可能方茴其实是他在错误的地方遇到的对的人。我按捺不住自己去想，如若在陈寻过尽千帆之后才遇着的方茴这又该是怎样的一个故事呢？,2567919
依旧烂尾。。。,2567919
不悔梦归处，只恨太匆匆。这书看到最后，我居然哭了，被自己吓到了。如果搁在平时，是只会唏嘘哭不出来的吧。九夜茴没有雕琢的写形容词漫天的文艺小说，朴实的就像是初中生的一本厚厚的日记本里的话，但很生活，很动人。匆匆那些年，只待成追忆。,2567919
,2567919
让我想到了很多我以为我已经忘记的事情，我可能是其中的每一个人。开始觉得好像又回到了读梦里花落知多少的时候，那时候我只是可能成为其中的每一个人。没有坏人，陈寻就跟我家MR.B一样一样的。不悔梦归处，只恨太匆匆。,2567919
几年前，赵给我说：看到书里的方茴总是想起你，因为你和她很像。曾经几次对赵说过我爱你，对我来说，你是我不能失去的朋友。但是这一切从什么开始改变，然后到现在我们形同陌路,2567919
我想把这本书写成剧本~~~~~哎。。。可恨技术不行~~~~,2567919
枣读推荐,2567919
高三快毕业的时候读的 所以特别的感慨,2567919
大半夜一个人看的好处就是不会再当着室友的面内牛满面 想的是你你你你你你你你 又要开始孤单一人在他乡抒发现实生活的苦逼和那些我津津乐道八辈子也不会厌的回忆了呢 好在只有两个月就可以再碰着瓶子高呼友谊万岁爱情去死了 晚安,2567919
匆匆那年，带着我仿佛又回到了高中的时光，当时的单纯和美好~,2567919
倒叙的手法还行，就是中间废话大片大片，看了前两章和后两章就知道全部故事了。只有北京话还算有点特色。,2567919
写尽80后的青葱岁月。一个简单的初恋未果的故事，却让人拭卷不忍卒读，也许是因为，那里有我们的年少岁月，尽管并非残酷的青春，但是总有些走过无可弥补的遗憾和一些注定要失去的风景，难免痛过留痕。,2567919
阿菩推荐  那会儿我过的很苦 地摊上买的  现在过的又苦了循环  绕着一个圆行走  从终点迈到起点 继续,2567919
里面有很多的共鸣。我觉得好像是一直坐在咣当咣当的火车上，身边的人换了一拨又一拨，很多很多的影子，想起了以前好多事儿。,2567919
还是最喜欢这本书啊，唉，说起来就难过。,2567919
不悔梦归处，只恨太匆匆。,2567919
繁花未落心已老,2567919
结尾才淡定下来...,2567919
哭过，笑过，痛过，美丽过，都是曾经的故事。奈何匆匆。方茴自我伤害的方式确实让人不舍，不舍到无力抚平。结局让人欣慰，至少方茴可以和 陈寻再次同桌说话，却不求复合。,2567919
哇哇推薦的,2567919
25中啊～,2567919
两天时间看完全部……心里沉沉的……时光的分量……,2567919
写的不错,2567919
其实 我这经历 也可以写 = =,2567919
它让我回忆起了初中和高中的时光。庆幸我还抱着理想，不怕世人笑我痴狂。,2567919
网络小说请停下你瞎写的笔触，别挡住我追寻好书的道路。,2567919
丰富的故事必定很折腾人~,2567919
烂死了！,2567919
方茴你是魔羯对不对,2567919
回忆青涩年代，貌似书里的人儿跟我同年,2567919
那年谁匆匆一笑匆匆了我匆匆的浮生,2567919
成长啊。,2567919
匆匆那年，匆匆你我，在我們之間劃上一到永恆的休止符。別了，你。我，誰也不怪。那段年少的歲月，對你，對我而言，痛留在心底。,2567919
